DOI,Title,Matched Columns,Matched keywards
10.1109/ICAC51239.2020.9357305,SURAKSHA E-Caretaker: Elders Falling Detection and Alerting System using Machine Learning,"Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, machine learning"
10.1109/ICAC51239.2020.9357144,Exploiting Multivariate LSTM Models with Multistep Price Forecasting for Agricultural Produce in Sri Lankan Context,"Abstract, Abstract, Author Keywords","rmse, cnn, deep learning"
10.1109/ICAC51239.2020.9357282,Behavior Segmentation based Micro-Segmentation Approach for Health Insurance Industry,IEEE Terms,machine learning
10.1109/ICAC51239.2020.9357148,Smart Intelligent Troubleshooter to Solve Windows Operating System Specific Issues,"Abstract, Author Keywords","machine learning, decision tree"
10.1109/ICAC51239.2020.9357232,A Network Science-Based Approach for an Optimal Microservice Governance,Author Keywords,machine learning
10.1109/ICAC51239.2020.9357309,Melanoma Skin Cancer Detection Using Image Processing and Machine Learning Techniques,"Document Title, Abstract, Abstract, Author Keywords","machine learning, support vector machine, svm, svm"
10.1109/ICAC51239.2020.9357152,Plant Leaf Recognition: Comparing Contour-Based and Region-Based Feature Extraction,"Abstract, Author Keywords","svm, svm"
10.1109/ICAC51239.2020.9357211,"Secured, Intelligent Blood and Organ Donation Management System - “LifeShare”","Abstract, Abstract, IEEE Terms","machine learning, k-nearest neighbors, machine learning"
10.1109/ICAC51239.2020.9357130,WANHEDA: A Machine Learning Based DDoS Detection System,"Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, machine learning"
10.1109/ICAC51239.2020.9357156,Vehicle Recommendation System using Hybrid Recommender Algorithm and Natural Language Processing Approach,"Abstract, Abstract, Author Keywords","machine learning, neural network, neural network"
10.1109/ICAC51239.2020.9357321,Smart Intelligent Advisory Agent for Farming Community,"Abstract, Author Keywords","machine learning, machine learning"
10.1109/ICAC51239.2020.9357243,Ontological Knowledge Inferring Approach based on Term-Clustering and Intra-Cluster Permutations,"Document Title, Abstract, Author Keywords","clustering, clustering, clustering"
10.1109/ICAC51239.2020.9357268,Arunalu: Learning Ecosystem to Overcome Sinhala Reading Weakness due to Dyslexia,"Abstract, Abstract","machine learning, deep learning"
10.1109/ICAC51239.2020.9357295,DNN based Currency Recognition System for Visually Impaired in Sinhala,"Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","neural network, deep learning, neural network, deep learning, deep learning"
10.1109/ICAC51239.2020.9357065,Gamified Smart Mirror to Leverage Autistic Education - Aliza,"Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, deep learning, cnn, neural network, convolutional neural network, deep learning, cnn"
10.1109/ICAC51239.2020.9357137,Automated Diabetic Retinopathy Screening With Montage Fundus Images,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","xgboost, transfer learning, transfer learning, machine learning, transfer learning, neural network, convolutional neural network, transfer learning, transfer learning, transfer learning"
10.1109/ICAC51239.2020.9357271,OMNISCIENT: A Branch Monitoring System for Large-scale Organizations,"Abstract, Abstract, Author Keywords, Author Keywords","deep learning, cnn, deep learning, cnn"
10.1109/ICAC51239.2020.9357150,Smart Personal Intelligent Assistant for Candidates of IELTS Exams,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","machine learning, decision tree, long short-term memory, decision tree, support vector machine, long short-term memory, machine learning"
10.1109/ICAC51239.2020.9357228,Algorithms for Automatic Identification and Analysis of Sri Lankan Anopheles Mosquito Species,IEEE Terms,machine learning
10.1109/ICAC51239.2020.9357284,Experimental Determination of CNN Hyper-Parameters for Tomato Disease Detection using Leaf Images,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","cnn, neural network, convolutional neural network, deep learning, cnn, deep learning, deep learning"
10.1109/ICAC51239.2020.9357145,NoFish; Total Anti-Phishing Protection System,"Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ICAC51239.2020.9357230,ChildPath: Diagnose depression in pre-schoolers based on daily activities,"Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ICAC51239.2020.9357151,AI - Driven Smart Bin for Waste Management,"Abstract, Author Keywords","machine learning, machine learning"
10.1109/ICAC51239.2020.9357154,EasyTalk: A Translator for Sri Lankan Sign Language using Machine Learning and Artificial Intelligence,"Document Title, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ICAC51239.2020.9357257,A Geophone Based Surveillance System Using Neural Networks and IoT,"Author Keywords, Author Keywords","neural network, deep learning"
10.1109/ICAC51239.2020.9357308,Domain Specific Conversational Intelligence: Voice Based E-Channeling System,Abstract,neural network
10.1109/ICAC54203.2021.9671140,Agro-Mate: A Virtual Assister to Maximize Crop Yield in Agriculture Sector,"Abstract, Abstract, Author Keywords","machine learning, deep learning, machine learning"
10.1109/ICAC54203.2021.9671088,Application of RFID and IoT technology into specimen logistic system in the healthcare sector,Author Affiliations,machine learning
10.1109/ICAC54203.2021.9671132,Effectiveness of Stock Index Forecasting using ARIMA model: Evidence from New Zealand,"Abstract, Abstract, Abstract, Abstract, Abstract","precision, mean absolute error, mae, rmse, long short-term memory"
10.1109/ICAC54203.2021.9671076,Dynamic User Interface Personalization Based on Deep Reinforcement Learning,"Document Title, Abstract, Author Keywords, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning, reinforcement learning"
10.1109/ICAC54203.2021.9671175,Improve the Efficiency and Security by Digitalizing the Sri Lankan Police Department,"Abstract, IEEE Terms","machine learning, machine learning"
10.1109/ICAC54203.2021.9671168,Smart Office Automation System for Covid Prevention,"Abstract, Abstract, Author Keywords, Author Keywords","machine learning, deep learning, machine learning, deep learning"
10.1109/ICAC54203.2021.9671112,IoT-based Monitoring System for Oyster Mushroom Farming,"Abstract, IEEE Terms","cnn, machine learning"
10.1109/ICAC54203.2021.9671203,Autonomous Cyber AI for Anomaly Detection,"Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","machine learning, neural network, ann, cnn, deep learning, ann, cnn, deep learning"
10.1109/ICAC54203.2021.9671169,WoKnack – A Professional Social Media Platform for Women Using Machine Learning Approach,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","machine learning, machine learning, clustering, machine learning, clustering, machine learning, clustering"
10.1109/ICAC54203.2021.9671146,Data-driven Business Intelligence Platform for Smart Retail Stores,"Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, long short-term memory, machine learning, machine learning"
10.1109/ICAC54203.2021.9671119,"Crime Analysis, Prediction and Simulation Platform Based on Machine Learning","Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","machine learning, reinforcement learning, machine learning, reinforcement learning, deep learning, reinforcement learning"
10.1109/ICAC54203.2021.9671177,ASD Screening for Toddlers via Physical Interpretation through Advanced AI,"Abstract, Abstract, Author Keywords, Author Keywords","machine learning, deep learning, machine learning, deep learning"
10.1109/ICAC54203.2021.9671079,Automated Sinhala News Platform Based on Machine Learning and Deep Learning,"Document Title, Document Title, Abstract, Abstract, IEEE Terms","machine learning, deep learning, machine learning, deep learning, deep learning"
10.1109/ICAC54203.2021.9671230,Use of Natural Language Processing and Deep Learning towards Guiding Healthy Cholesterol Free Life,"Document Title, Abstract","deep learning, machine learning"
10.1109/ICAC54203.2021.9671092,"Modelling Wikipedia’s Information Quality using Informativeness, Reliability and Authority",Abstract,clustering
10.1109/ICAC54203.2021.9671099,Computer Vision for Autonomous Driving,"Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, deep learning, cnn, deep learning"
10.1109/ICAC54203.2021.9671137,Digital Preservation and Noise Reduction using Machine Learning,"Document Title, Abstract, Abstract, IEEE Terms","machine learning, neural network, convolutional neural network, machine learning"
10.1109/ICAC54203.2021.9671186,E-Agrigo,"Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ICAC54203.2021.9671198,Virtual Dressing Room: Smart Approach to Select and Buy Clothes,"Abstract, Author Keywords","k-nearest neighbors, machine learning"
10.1109/ICAC54203.2021.9671167,Fully Automatic Hydroponic Cultivation Growth System,"Abstract, IEEE Terms","machine learning, machine learning"
10.1109/ICAC54203.2021.9671193,"SriHealth: A Single Platform for Meal Plans, Workouts, Yoga Schedules Based on SriLankan Lifestyle","Abstract, Abstract, Abstract, Abstract, IEEE Terms","machine learning, support vector machine, clustering, svm, machine learning"
10.1109/ICAC54203.2021.9671115,Mobile Based Solution to Weight Loss Planning for Children (with Obesity) in Sri Lanka,"Author Keywords, Author Keywords","machine learning, deep learning"
10.1109/ICAC54203.2021.9671204,Artificial Intelligence-based Business Strategy for Optimized Advertising,IEEE Terms,deep learning
10.1109/ICAC54203.2021.9671126,Computer Vision Enabled Drowning Detection System,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, neural network, convolutional neural network, cnn"
10.1109/ICAC54203.2021.9671191,Guided Vision: A High Efficient And Low Latent Mobile App For Visually Impaired,"Abstract, Author Keywords, Author Keywords","deep learning, siamese network, deep learning"
10.1109/ICAC54203.2021.9671141,Early Warning for Pre and Post Flood Risk Management by Using IoT and Machine Learning,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","machine learning, machine learning, deep learning, machine learning, deep learning, machine learning, deep learning"
10.1109/ICAC54203.2021.9671218,AI Based Monitoring System for Social Engineering,"Abstract, IEEE Terms","decision tree, machine learning"
10.1109/ICAC54203.2021.9671189,Intelligent Violence Video Detection System,"Abstract, Author Keywords, IEEE Terms","machine learning, deep learning, machine learning"
10.1109/ICAC54203.2021.9671222,Computer-Vision Enabled Waste Management System for Green Environment,"Author Keywords, Author Keywords","machine learning, clustering"
10.1109/ICAC54203.2021.9671133,Virtual Makeover and Makeup Recommendation Based on Personal Trait Analysis,"Abstract, IEEE Terms","deep learning, deep learning"
10.1109/ICAC54203.2021.9671209,AI Base E-Learning Solution to Motivate and Assist Primary School Students,"Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, machine learning, deep learning, machine learning"
10.1109/ICAC54203.2021.9671082,Machine Learning-based Prediction Model for Academic Performance,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, machine learning, deep learning, machine learning, deep learning, deep learning"
10.1109/ICAC54203.2021.9671105,Deep Transfer Learning Approach for Facial and Verbal Disease Detection,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms, IEEE Terms","transfer learning, transfer learning, machine learning, transfer learning, neural network, convolutional neural network, deep learning, transfer learning, cnn, machine learning, transfer learning, deep learning, transfer learning, cnn, transfer learning, deep learning, transfer learning"
10.1109/ICAC54203.2021.9671106,Stress Analysis and Care Prediction System for Online Workers,Author Keywords,cnn
10.1109/ICAC54203.2021.9671214,Academic Depression Detection Using Behavioral Aspects for Sri Lankan University Students,"Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords","machine learning, random forest, neural network, convolutional neural network, cnn, machine learning"
10.1109/ICAC54203.2021.9671077,Accommodation Finder: An Augmented Reality Based Mobile Application Integrated with Smart Contracts,"Abstract, Author Keywords","knn, knn"
10.1109/ICAC54203.2021.9671162,Non-Communicable Diseases Detection System,"Abstract, Abstract","machine learning, deep learning"
10.1109/ICAC54203.2021.9671212,Career Aura – Smart Resume and Employment Recommender,"Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning"
10.1109/ICAC54203.2021.9670892,SentinelPlus: A Cost-Effective Cyber Security Solution for Healthcare Organizations,Abstract,machine learning
10.1109/ICAC54203.2021.9671097,Mobile Medical Assistant and Analytical System for Dengue Patients,"Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","machine learning, artificial neural network, neural network, convolutional neural network, ann, cnn, machine learning, artificial neural network, neural network"
10.1109/ICAC54203.2021.9671181,Sensor-Based Emotion Tracking System for Computer Games,"Abstract, IEEE Terms","machine learning, machine learning"
10.1109/ICAC54203.2021.9671208,Personalized Assistive Learning System for Primary Education,Abstract,cnn
10.1109/ICAC54203.2021.9671229,JESSY: An Intelligence Travel Assistant,Author Keywords,machine learning
10.1109/ICAC54203.2021.9671224,Price Optimisation and Management,"Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, clustering, machine learning, machine learning"
10.1109/ICAC54203.2021.9671109,Cricket Shot Image Classification Using Random Forest,"Document Title, Abstract, Author Keywords, Author Keywords","random forest, random forest, decision tree, random forest"
10.1109/ICAC54203.2021.9671129,Symptomatic Analysis Prediction of Kidney Related Diseases using Machine Learning,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, machine learning, decision tree, random forest, support vector machine, precision, recall, svm, random forest, support vector machine, support vector machine"
10.1109/ICAC54203.2021.9671164,Auto Training an AI for Detecting Plant Disease Using Twitter Data Annexed With a Plant Anthology,Author Keywords,cnn
10.1109/ICAC54203.2021.9671152,Sales Optimization Solution for Fashion Retail,"Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ICAC54203.2021.9670885,Smart Intelligent Floriculture Assistant Agent (SIFAA),"Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","reinforcement learning, lightgbm, feature engineering, deep learning, reinforcement learning, deep learning, reinforcement learning, deep learning"
10.1109/ICAC54203.2021.9671219,SalFix: Solutions for Small Businesses Using Artificial Intelligence and Machine Learning,"Document Title, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ICAC54203.2021.9671170,Machine Learning-Based Smart Shopping for Visually Impaired,Document Title,machine learning
10.1109/ICAC54203.2021.9671194,Human and Organizational Threat Profiling Using Machine Learning,"Document Title, Abstract, Author Keywords","machine learning, machine learning, machine learning"
10.1109/ICAC54203.2021.9671080,Robust Speech Analysis Framework Using CNN,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms, IEEE Terms","cnn, machine learning, random forest, neural network, deep learning, cnn, cnn, machine learning, deep learning"
10.1109/ICAC54203.2021.9670883,Event-Driven Malicious URL Extractor,Author Keywords,machine learning
10.1109/ICAC57685.2022.10025117,Smart Advertising Based on Customer Preferences and Manage the Supermarket,Abstract,neural network
10.1109/ICAC57685.2022.10025261,SmartPredi – Development of Agricultural Crop Wastage Reduction System using Machine Learning,"Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, support vector machine, machine learning"
10.1109/ICAC57685.2022.10025201,Assistant Zone – Homeschooling Assistance System based on Natural Language Processing,"Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, neural network, recurrent neural network, machine learning, machine learning"
10.1109/ICAC57685.2022.10025139,TRIPORA: Intelligent Machine Learning Solution for Sri Lanka Touring Access and Updates,"Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, machine learning"
