DOI,Title,Matched Columns,Matched keywards
10.1109/ICAC49085.2019.9103416,An Automated Tool for Memory Forensics,"Abstract, Abstract, Author Keywords","neural network, recurrent neural network, deep learning"
10.1109/ICAC49085.2019.9103339,Enhanced Secure Solution for PoS Architecture,Abstract,deep learning
10.1109/ICAC49085.2019.9103347,A Mobile App for Location Based Customer Notifications About Sales Offers,Abstract,deep learning
10.1109/ICAC49085.2019.9103377,Online Music Platform to Create Interaction between Music Artists and Fans,Author Keywords,neural network
10.1109/ICAC49085.2019.9103410,Wedaduru -An Intelligent Ayurvedic Disease Screening and Remedy Analysis Solution,Abstract,supervised learning
10.1109/ICAC49085.2019.9103336,"A Gamified Approach for Screening and Intervention of Dyslexia, Dysgraphia and Dyscalculia","Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, deep learning, neural network"
10.1109/ICAC49085.2019.9103400,Code Vulnerability Identification and Code Improvement using Advanced Machine Learning,"Abstract, Abstract, Author Keywords","neural network, deep learning, deep learning"
10.1109/ICAC49085.2019.9103421,Forecast Municipal Solid Waste Generation in Sri Lanka,"Abstract, Abstract, Abstract, Author Keywords","artificial neural network, neural network, ann, ann"
10.1109/ICAC49085.2019.9103413,Ayurvedic Knowledge Sharing Platform with Sinhala Virtual Assistant,"Abstract, Abstract, Author Keywords","deep learning, cnn, neural network"
10.1109/ICAC49085.2019.9103340,Recognition and translation of Ancient Brahmi Letters using deep learning and NLP,"Document Title, Abstract, Author Keywords","deep learning, deep learning, neural network"
10.1109/ICAC49085.2019.9103335,Smart Mirror with Virtual Twin,Author Keywords,deep learning
10.1109/ICAC49085.2019.9103425,Using CNNs RNNs and Machine Learning Algorithms for Real-time Crime Prediction,"Abstract, Author Keywords, Author Keywords, Author Keywords","deep learning, long short-term memory, deep learning, cnn"
10.1109/ICAC49085.2019.9103369,Traffic Density Estimation and Traffic Control using Convolutional Neural Network,"Document Title, Document Title","neural network, convolutional neural network"
10.1109/ICAC49085.2019.9103428,Comparative analysis of the application of Deep Learning techniques for Forex Rate prediction,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","deep learning, neural network, convolutional neural network, long short-term memory, deep learning, cnn, deep learning, cnn"
10.1109/ICAC49085.2019.9103424,Mobile-based Malware Detection and Classification using Ensemble Artificial Intelligence,"Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, deep learning, cnn"
10.1109/ICAC49085.2019.9103382,AuthDNA: An Adaptive Authentication Service for any Identity Server,"Abstract, Abstract","neural network, recurrent neural network"
10.1109/ICAC49085.2019.9103341,Deep Learning based Flood Prediction and Relief Optimization,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords","deep learning, neural network, convolutional neural network, recurrent neural network, cnn, cnn"
10.1109/ICAC51239.2020.9357146,Water Quality Index Based Prediction of Ground Water Properties for Safe Consumption,IEEE Terms,supervised learning
10.1109/ICAC51239.2020.9357160,An Enhanced Virtual Fitting Room using Deep Neural Networks,"Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","neural network, convolutional neural network, deep learning, cnn, neural network, convolutional neural network, deep learning"
10.1109/ICAC51239.2020.9357247,Mobile-based Assistive Tool to Identify & Learn Medicinal Herbs,"Abstract, Author Keywords","deep learning, deep learning"
10.1109/ICAC51239.2020.9357274,A Deep Learning Approach to Outbreak related Tweet Detection,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, neural network, recurrent neural network, long short-term memory, deep learning, deep learning, deep learning"
10.1109/ICAC51239.2020.9357244,Predictive Analytics Platform for Airline Industry,"Abstract, Author Keywords","supervised learning, neural network"
10.1109/ICAC51239.2020.9357133,DenGue CarB: Mosquito Identification and Classification using Machine Learning,"Abstract, Author Keywords","cnn, cnn"
10.1109/ICAC51239.2020.9357267,IoT Based Sign Language Recognition System,"Author Keywords, Author Keywords","neural network, recurrent neural network"
10.1109/ICAC51239.2020.9357161,Deepfake Audio Detection: A Deep Learning Based Solution for Group Conversations,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, neural network, deep neural network, convolutional neural network, recurrent neural network, deep learning, cnn, deep learning, deep learning"
10.1109/ICAC51239.2020.9357313,CEYLAGRO: Information Technological Approach for an Optimized and Centralized Agriculiture Platform,"Abstract, Author Keywords","cnn, cnn"
10.1109/ICAC51239.2020.9357143,Intelligent Disease Detection System for Greenhouse with a Robotic Monitoring System,"Abstract, Author Keywords","deep learning, deep learning"
10.1109/ICAC51239.2020.9357297,Learning Assistant to Acquire the Fundamental Language Skills for Non-Native Learners using AI,"Abstract, IEEE Terms","deep learning, deep learning"
10.1109/ICAC51239.2020.9357131,An AI based Chatbot to Self-Learn and Self-Assess Performance in Ordinary Level Chemistry,"Author Keywords, Author Keywords","neural network, deep neural network"
10.1109/ICAC51239.2020.9357129,Aspect Based Sentiment Analysis for Evaluating Movies and TV series,"Author Keywords, Author Keywords, Author Keywords","artificial neural network, neural network, long short-term memory"
10.1109/ICAC51239.2020.9357288,Stock Market Price Forecasting using ARIMA vs ANN; A Case study from CSE,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","ann, neural network, deep learning, artificial neural network, neural network, deep learning"
10.1109/ICAC51239.2020.9357138,Facial Emotion Prediction through Action Units and Deep Learning,"Document Title, Abstract, IEEE Terms","deep learning, deep learning, deep learning"
10.1109/ICAC51239.2020.9357256,Supply and Demand Planning for Water: A Sustainable Water Management System,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, recurrent neural network, long short-term memory, neural network, recurrent neural network, long short-term memory"
10.1109/ICAC51239.2020.9357144,Exploiting Multivariate LSTM Models with Multistep Price Forecasting for Agricultural Produce in Sri Lankan Context,"Abstract, Author Keywords","cnn, deep learning"
10.1109/ICAC51239.2020.9357156,Vehicle Recommendation System using Hybrid Recommender Algorithm and Natural Language Processing Approach,"Abstract, Author Keywords","neural network, neural network"
10.1109/ICAC51239.2020.9357268,Arunalu: Learning Ecosystem to Overcome Sinhala Reading Weakness due to Dyslexia,Abstract,deep learning
10.1109/ICAC51239.2020.9357295,DNN based Currency Recognition System for Visually Impaired in Sinhala,"Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","neural network, deep learning, neural network, deep learning, deep learning"
10.1109/ICAC51239.2020.9357065,Gamified Smart Mirror to Leverage Autistic Education - Aliza,"Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, deep learning, cnn, neural network, convolutional neural network, deep learning, cnn"
10.1109/ICAC51239.2020.9357137,Automated Diabetic Retinopathy Screening With Montage Fundus Images,"Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","transfer learning, neural network, convolutional neural network, transfer learning, transfer learning"
10.1109/ICAC51239.2020.9357271,OMNISCIENT: A Branch Monitoring System for Large-scale Organizations,"Abstract, Abstract, Author Keywords, Author Keywords","deep learning, cnn, deep learning, cnn"
10.1109/ICAC51239.2020.9357150,Smart Personal Intelligent Assistant for Candidates of IELTS Exams,"Abstract, Author Keywords","long short-term memory, long short-term memory"
10.1109/ICAC51239.2020.9357284,Experimental Determination of CNN Hyper-Parameters for Tomato Disease Detection using Leaf Images,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","cnn, neural network, convolutional neural network, deep learning, cnn, deep learning, deep learning"
10.1109/ICAC51239.2020.9357257,A Geophone Based Surveillance System Using Neural Networks and IoT,"Author Keywords, Author Keywords","neural network, deep learning"
10.1109/ICAC51239.2020.9357308,Domain Specific Conversational Intelligence: Voice Based E-Channeling System,Abstract,neural network
10.1109/ICAC54203.2021.9671140,Agro-Mate: A Virtual Assister to Maximize Crop Yield in Agriculture Sector,Abstract,deep learning
10.1109/ICAC54203.2021.9671132,Effectiveness of Stock Index Forecasting using ARIMA model: Evidence from New Zealand,Abstract,long short-term memory
10.1109/ICAC54203.2021.9671168,Smart Office Automation System for Covid Prevention,"Abstract, Author Keywords","deep learning, deep learning"
10.1109/ICAC54203.2021.9671112,IoT-based Monitoring System for Oyster Mushroom Farming,Abstract,cnn
10.1109/ICAC54203.2021.9671203,Autonomous Cyber AI for Anomaly Detection,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","neural network, ann, cnn, deep learning, ann, cnn, deep learning"
10.1109/ICAC54203.2021.9671146,Data-driven Business Intelligence Platform for Smart Retail Stores,Abstract,long short-term memory
10.1109/ICAC54203.2021.9671119,"Crime Analysis, Prediction and Simulation Platform Based on Machine Learning",Author Keywords,deep learning
10.1109/ICAC54203.2021.9671177,ASD Screening for Toddlers via Physical Interpretation through Advanced AI,"Abstract, Author Keywords","deep learning, deep learning"
10.1109/ICAC54203.2021.9671079,Automated Sinhala News Platform Based on Machine Learning and Deep Learning,"Document Title, Abstract, IEEE Terms","deep learning, deep learning, deep learning"
10.1109/ICAC54203.2021.9671230,Use of Natural Language Processing and Deep Learning towards Guiding Healthy Cholesterol Free Life,Document Title,deep learning
10.1109/ICAC54203.2021.9671099,Computer Vision for Autonomous Driving,"Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, deep learning, cnn, deep learning"
10.1109/ICAC54203.2021.9671137,Digital Preservation and Noise Reduction using Machine Learning,"Abstract, Abstract","neural network, convolutional neural network"
10.1109/ICAC54203.2021.9671115,Mobile Based Solution to Weight Loss Planning for Children (with Obesity) in Sri Lanka,Author Keywords,deep learning
10.1109/ICAC54203.2021.9671204,Artificial Intelligence-based Business Strategy for Optimized Advertising,IEEE Terms,deep learning
10.1109/ICAC54203.2021.9671126,Computer Vision Enabled Drowning Detection System,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, neural network, convolutional neural network, cnn"
10.1109/ICAC54203.2021.9671191,Guided Vision: A High Efficient And Low Latent Mobile App For Visually Impaired,"Abstract, Author Keywords, Author Keywords","deep learning, siamese network, deep learning"
10.1109/ICAC54203.2021.9671141,Early Warning for Pre and Post Flood Risk Management by Using IoT and Machine Learning,"Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning"
10.1109/ICAC54203.2021.9671189,Intelligent Violence Video Detection System,Author Keywords,deep learning
10.1109/ICAC54203.2021.9671133,Virtual Makeover and Makeup Recommendation Based on Personal Trait Analysis,"Abstract, IEEE Terms","deep learning, deep learning"
10.1109/ICAC54203.2021.9671209,AI Base E-Learning Solution to Motivate and Assist Primary School Students,Author Keywords,deep learning
10.1109/ICAC54203.2021.9671082,Machine Learning-based Prediction Model for Academic Performance,"Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning"
10.1109/ICAC54203.2021.9671105,Deep Transfer Learning Approach for Facial and Verbal Disease Detection,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","transfer learning, neural network, convolutional neural network, deep learning, transfer learning, cnn, deep learning, transfer learning, cnn, deep learning, transfer learning"
10.1109/ICAC54203.2021.9671106,Stress Analysis and Care Prediction System for Online Workers,Author Keywords,cnn
10.1109/ICAC54203.2021.9671214,Academic Depression Detection Using Behavioral Aspects for Sri Lankan University Students,"Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn"
10.1109/ICAC54203.2021.9671162,Non-Communicable Diseases Detection System,Abstract,deep learning
10.1109/ICAC54203.2021.9671212,Career Aura – Smart Resume and Employment Recommender,"Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning"
10.1109/ICAC54203.2021.9671097,Mobile Medical Assistant and Analytical System for Dengue Patients,"Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","artificial neural network, neural network, convolutional neural network, ann, cnn, artificial neural network, neural network"
10.1109/ICAC54203.2021.9671208,Personalized Assistive Learning System for Primary Education,Abstract,cnn
10.1109/ICAC54203.2021.9671164,Auto Training an AI for Detecting Plant Disease Using Twitter Data Annexed With a Plant Anthology,Author Keywords,cnn
10.1109/ICAC54203.2021.9670885,Smart Intelligent Floriculture Assistant Agent (SIFAA),"Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning"
10.1109/ICAC54203.2021.9671080,Robust Speech Analysis Framework Using CNN,"Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","cnn, neural network, deep learning, cnn, cnn, deep learning"
10.1109/ICAC57685.2022.10025117,Smart Advertising Based on Customer Preferences and Manage the Supermarket,Abstract,neural network
10.1109/ICAC57685.2022.10025201,Assistant Zone – Homeschooling Assistance System based on Natural Language Processing,"Abstract, Abstract","neural network, recurrent neural network"
10.1109/ICAC57685.2022.10025119,CertiMart: Use Computer Vision to Digitize and Automate Supermarket with Fruit Quality Measuring and Maintaining,Author Keywords,cnn
10.1109/ICAC57685.2022.10025087,Rubber Buddy: A Mobile Application to Empower Rubber Planters of Sri Lanka,"Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, cnn, cnn"
10.1109/ICAC57685.2022.10025103,Smart Intelligent Pineapple Farming Assistant Agent (SIPFAA),Abstract,cnn
10.1109/ICAC57685.2022.10025034,Effectiveness of Using Radiology Images and Mask R-CNN for Stomatology,"Document Title, Abstract, Author Keywords, Author Keywords","cnn, cnn, deep learning, cnn"
10.1109/ICAC57685.2022.10025049,Development of Low Resource Machine Learning Models for Child Cognitive Ability Assessments,"Author Keywords, Author Keywords","transfer learning, cnn"
10.1109/ICAC57685.2022.10025083,Mobile Medical Assistant System for Laboratory Report Analysis and Medical Drug Identification,"Author Keywords, Author Keywords","deep learning, cnn"
10.1109/ICAC57685.2022.10025080,Smart UML - Assignment Management Tool for UML Diagrams,Author Keywords,cnn
10.1109/ICAC57685.2022.10025150,IoT-Based Disease Diagnosis and Knowledge Dissemination System for Coconut Plants,"Abstract, Author Keywords, IEEE Terms","deep learning, cnn, deep learning"
10.1109/ICAC57685.2022.10025148,Sinhala Named Entity Recognition Model: Domain-Specific Classes in Sports,"Abstract, Abstract","gradient descent, stochastic gradient descent"
10.1109/ICAC57685.2022.10025243,Depression Detection System Using Real-Time and Social Media Data,"Abstract, Abstract","neural network, cnn"
10.1109/ICAC57685.2022.10025039,Smart Caring System for Ornamental Fish,"Author Keywords, Author Keywords","deep learning, cnn"
10.1109/ICAC57685.2022.10025220,FarmCare: Location-based Profitable Crop Recommendation System with Disease Identification,"Abstract, Author Keywords, Author Keywords","neural network, neural network, cnn"
10.1109/ICAC57685.2022.10025115,“Stonelia” – Prehistoric Stone Tool Identification Android App for Archaeological Researchers,"Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network, convolutional neural network, deep learning, cnn"
10.1109/ICAC57685.2022.10025325,Banana Disease Identification Using Machine Learning Based Technologies and Weather-Based Dispersion Analysis,"Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, deep learning, cnn, deep learning"
10.1109/ICAC57685.2022.10025280,Novel Image Based Method Using V-I Curves with Aggregate Energy Data for Non-Intrusive Load Monitoring Applications,"Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, cnn, cnn"
10.1109/ICAC57685.2022.10025147,ELIZA: Smart Monitoring and Reporting Toast Master System,Abstract,deep learning
10.1109/ICAC57685.2022.10025183,Mobile Base Solution for Individuals with Limited Knowledge About Cars,"Author Keywords, Author Keywords","neural network, convolutional neural network"
10.1109/ICAC57685.2022.10025286,A Surveillance System Controlling Covid-19 in Office Environments,"Abstract, Author Keywords","deep learning, deep learning"
10.1109/ICAC57685.2022.10025301,IoT Based Smart Pillow for Improved Sleep Experience,"Abstract, Abstract, Author Keywords, Author Keywords","deep learning, cnn, deep learning, cnn"
10.1109/ICAC57685.2022.10025350,Interactive Mobile Application for Initial Skills Development of Primary Students in Sri Lanka,"Abstract, Abstract","neural network, convolutional neural network"
10.1109/ICAC57685.2022.10025036,Mobile Application for Mental Health Using Machine Learning,Abstract,cnn
10.1109/ICAC57685.2022.10025338,Face Skin Disease Detection and Community based Doctor Recommendation System,"Author Keywords, Author Keywords","u-net, cnn"
10.1109/ICAC57685.2022.10025134,"Analyzing Fisheries Market, Shrimp Farming & Identifying Fish Species using Image Processing","Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, cnn, cnn"
10.1109/ICAC57685.2022.10025099,Cocopal - A Deep Learning Based Intelligent System to Certify and Standardize the Quality of Coconut Based Products,"Document Title, Author Keywords, IEEE Terms","deep learning, cnn, deep learning"
10.1109/ICAC57685.2022.10025124,Human Behavior Analysis for Psychological Healthcare Sector (Project SERENITY),"Author Keywords, Author Keywords","long short-term memory, deep learning"
10.1109/ICAC60630.2023.10417474,Sinhala Sign Language Translation through Immersive 3D Avatars and Adaptive Learning,"Abstract, Author Keywords","deep learning, deep learning"
10.1109/ICAC60630.2023.10417368,Dr. Fish: A Deep Learning-Based Mobile Application for Ornamental Fish Industry in Sri Lanka,"Document Title, Abstract, Abstract, Author Keywords","deep learning, deep learning, cnn, cnn"
10.1109/ICAC60630.2023.10417690,KidSwatch: Children Development Observation System,"Abstract, Author Keywords, Author Keywords","cnn, neural network, cnn"
10.1109/ICAC60630.2023.10417492,Deep Learning-Based Approach for Real-Time Traffic Signal Optimization and Vehicle Surveillance,"Document Title, Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, cnn, deep learning"
10.1109/ICAC60630.2023.10417380,Sankalpa - Interactive Digital Learning Platform to Enrich Students with Special Needs,Abstract,deep learning
10.1109/ICAC60630.2023.10417632,Human Skin Diseases Identification and Treatment Suggestion by Sri Lankan Ayurveda Medicine Using Machine Learning,"Abstract, Author Keywords, Author Keywords","deep learning, deep learning, cnn"
10.1109/ICAC60630.2023.10417589,FedSec: Advanced Threat Detection System for Federated Learning Frameworks,Author Keywords,cnn
10.1109/ICAC60630.2023.10417384,"“Hand Model” – A Static Sinhala Sign Language Translation Using Media-Pipe and SVM Compared with Hybrid Model of KNN, SVM and Random Forest Algorithms","Abstract, Author Keywords","cnn, cnn"
10.1109/ICAC60630.2023.10417256,A Machine Learning Approach to Analyze the Drug Addiction,Abstract,cnn
10.1109/ICAC60630.2023.10417649,Enhancing Early Childhood Learning using Image Processing for Sinhala Medium Education,Author Keywords,cnn
10.1109/ICAC60630.2023.10417264,Deep Learning-Based Predictive and Management System for Dog Care Centers,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, densenet, deep learning, deep learning, deep learning"
10.1109/ICAC60630.2023.10417387,Predicting the Air Pollution Level and Creating an Awareness Platform,Author Keywords,neural network
10.1109/ICAC60630.2023.10417342,Image Classification of Disease Detection in Paddy Crops Using Transfer Learning Approach,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords","transfer learning, deep learning, cnn, deep learning, cnn"
10.1109/ICAC60630.2023.10417280,Enhancing Diabetic Shoe Insole Customization with AI-Driven Approaches,Abstract,u-net
10.1109/ICAC60630.2023.10417279,Katha App: Sinhala Phonological Disorder Detection and Treatment in Early Childhood,"Abstract, Author Keywords","long short-term memory, long short-term memory"
10.1109/ICAC60630.2023.10417234,Interview Bot Using Natural Language Processing and Machine Learning,"Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn"
10.1109/ICAC60630.2023.10417587,Empowering Bell Pepper Farmers with Smart Polytunnel Technology for Powdery Mildew Disease Detection and Management,"Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, transfer learning, cnn, cnn, transfer learning"
10.1109/ICAC60630.2023.10417337,CapsiScan: Autonomous Robotic System for Monitoring and Managing Greenhouse-Based Capsicum Farms,Author Keywords,cnn
10.1109/ICAC60630.2023.10417203,Deep Learning-Based Image Analysis for Detecting Nutrient Deficiencies of Tomato Plants,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, neural network, convolutional neural network, deep learning, cnn, deep learning, cnn, deep learning"
10.1109/ICAC60630.2023.10417276,Smart Aquarium Caring System Using Image Processing and IoT,"Abstract, Author Keywords","cnn, cnn"
10.1109/ICAC60630.2023.10417640,Sea Cense - A Commercially Valued Sea Cucumber Analyzer,"Abstract, Author Keywords, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network, cnn"
10.1109/ICAC60630.2023.10417645,Ganitha Piyasa: Effective Lesson Delivery Method for Graphical Dyscalculia Students,"Abstract, Abstract, Abstract","artificial neural network, neural network, ann"
10.1109/ICAC60630.2023.10417592,"MindRelax: Smart System for Emotion and Mental Stress Monitoring, Detection and Management","Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, neural network, convolutional neural network, cnn"
10.1109/ICAC60630.2023.10417573,Detection of Diseases and Nutrition in Bell Pepper,Abstract,cnn
10.1109/ICAC60630.2023.10417353,Poisonous Mushroom Detection Using Graph Neural Networks,"Abstract, Abstract, Author Keywords","gradient descent, stochastic gradient descent, deep learning"
10.1109/ICAC60630.2023.10417616,The Realtime Yoga Assistance System,"Author Keywords, Author Keywords, Author Keywords","neural network, long short-term memory, cnn"
10.1109/ICAC60630.2023.10417212,Digital Assistant for Visually Impaired People,"Abstract, Author Keywords, Author Keywords","deep learning, deep learning, transfer learning"
10.1109/ICAC60630.2023.10417233,Integrated AI-Based System for Comprehensive Poultry Management,"Abstract, IEEE Terms","deep learning, deep learning"
10.1109/ICAC60630.2023.10417530,Nail Abnormalities Detection and Prediction System,"Abstract, Author Keywords","neural network, cnn"
10.1109/ICAC60630.2023.10417665,Garment Defect Detection Using Convolutional Neural Network,"Document Title, Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, neural network, convolutional neural network, cnn"
10.1109/ICAC60630.2023.10417314,Comparative Analysis of Pre-trained Models and Custom CNN for Weed Seedlings Classification,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","cnn, neural network, convolutional neural network, transfer learning, cnn, transfer learning, cnn, transfer learning"
10.1109/ICAC60630.2023.10417468,Emotional State Monitoring with Personalized Activity Recommendations,"Abstract, Abstract","neural network, deep neural network"
10.1109/ICAC60630.2023.10417312,Effectiveness of Deep Learning Technologies to Assist Educational Inclusion for Children with Down Syndrome,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, cnn, cnn, deep learning"
10.1109/ICAC60630.2023.10417522,An Approach for Real Time Computer User Action Monitoring,Author Keywords,cnn
10.1109/ICAC60630.2023.10417714,Personalized Advertisement Recommendation System for a Social Media Platform in Tamil,Abstract,neural network
10.1109/ICAC60630.2023.10417606,Knowledge Graph for Multi Hazard Risk Assessment and Management in Rainfall Prone Regions,Author Keywords,cnn
10.1109/ICAC60630.2023.10417613,Leaf Guard: Detecting the Diseases in Banana Leaf,"Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning"
10.1109/ICAC60630.2023.10417636,"Multimodal Fusion for Enhanced Parkinson's Disease Screening: Integrating Brain MRI, Hand Drawing, Facial Expressions, and Voice Analysis","Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn"
10.1109/ICAC60630.2023.10417653,RubberMate - Integrated Platform for Rubber Crop Harvest and Production,Author Keywords,cnn
10.1109/ICAC60630.2023.10417466,SentiNet: A Robust and Multilingual Sentiment Analysis System with Transfer Learning and Adversarial Training Techniques,"Document Title, Abstract, Author Keywords","transfer learning, deep learning, deep learning"
10.1109/ICAC60630.2023.10417524,"A Comprehensive System for Accurate Identification of Gemstones from Corundum, Topaz, and Chrysoberyl Families Using Machine Learning Techniques","Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, neural network, convolutional neural network, cnn"
10.1109/ICAC60630.2023.10417674,Deep Learning-Based Land Cover Classification for Satellite Images of Sri Lanka Using ConvNets,"Document Title, Abstract, IEEE Terms","deep learning, deep learning, deep learning"
10.1109/ICAC60630.2023.10417363,Personalized and Interactive Demented Care and Learning Mate with a Virtual System Using Emotion Recognition,Author Keywords,cnn
10.1109/ICAC60630.2023.10417277,Addressing Key Challenges Faced by SME Exporters in Sri Lanka: A Comprehensive Approach Using Data Driven Technologies,Abstract,neural network
10.1109/ICAC60630.2023.10417626,"Mobile Application for Chili Disease Detection, Correction, Prevention and Price Prediction","Abstract, Abstract","artificial neural network, neural network"
10.1109/ICAC60630.2023.10417692,An Expert System for the Early Identification and Development of Musical Talent in Children,Abstract,deep learning
10.1109/ICAC60630.2023.10417475,Automatic Identification of Sri Lankan Butterfly Families using Ensemble Deep Learning,"Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","deep learning, deep learning, neural network, convolutional neural network, deep learning, deep learning"
10.1109/ICAC60630.2023.10417159,Detection of Network Attacks on Application Servers Using Deep Learning in IoT Environments,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","deep learning, artificial neural network, neural network, deep learning, ann, artificial neural network, neural network, deep learning, deep learning"
10.1109/ICAC60630.2023.10417149,Novel Approach for Enhancing Mental Well-Being Through Machine Learning Techniques,Author Keywords,deep learning
10.1109/ICAC60630.2023.10417503,Lankan Legacy: an Intelligent System to Recreate Sri Lankan History,Author Keywords,cnn
10.1109/ICAC60630.2023.10417600,Stress Relieving and Emotion Alleviating Activities Recommendation System Based on Deep Reinforcement Learning - A Novel Method Providing Slate Recommendations Which Utilizes SlateQ with Multi-Objective Optimization,IEEE Terms,deep learning
10.1109/ICAC60630.2023.10417161,A Cross-Domain Hybrid Model for Paddy Disease Classification,"Abstract, Abstract, Author Keywords, Author Keywords","deep learning, cnn, neural network, convolutional neural network"
10.1109/ICAC60630.2023.10417528,Plant Health Assessment Based on Precision IoT Leaf Phytometry Techniques,Abstract,neural network
10.1109/ICAC60630.2023.10417329,Advanced Student Monitoring System for Physical Classes Using Pattern Recognition and Behavioral Analysis,"Abstract, Abstract","deep learning, cnn"
10.1109/ICAC60630.2023.10417291,Brain Tumor Detection Using Image Processing,"Abstract, Abstract, Author Keywords","deep learning, cnn, deep learning"
10.1109/ICAC60630.2023.10417084,Smart Mango - Smart System for Mango Plantation,"Abstract, Author Keywords, IEEE Terms","transfer learning, deep learning, transfer learning"
10.1109/ICAC60630.2023.10417352,Identification of Diabetic Related Eye Diseases Using Deep Learning,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, cnn, deep learning, deep learning"
10.1109/ICAC60630.2023.10417152,“DiagnoMe” Mobile Application for Identifying and Predicting the Chronic Diseases,"Abstract, Abstract, Author Keywords, Author Keywords","neural network, deep learning, neural network, transformer"
10.1109/ICAC60630.2023.10417424,Development of Convolutional Neural Network-Based AI-Dermatoscope for Non-Invasive Skin Assessments,"Document Title, Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, neural network, convolutional neural network, cnn"
10.1109/ICARC61713.2024.10499787,Explainable AI for Early Lung Cancer Detection: A Path to Confidence,"Abstract, Abstract, Author Keywords","neural network, convolutional neural network, cnn"
10.1109/ICARC61713.2024.10499752,A Systematic Literature Review of XAI-based Approaches on Brain Disease Detection using Brain MRI Images,Abstract,deep learning
10.1109/ICARC61713.2024.10499747,Deep Learning-Based Ensemble Model for Predicting the Lifestyle Status of a Person,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, IEEE Terms","deep learning, artificial neural network, neural network, convolutional neural network, long short-term memory, deep learning, ann, cnn, deep learning"
